YEAR,TEAM,RUNS_SCORED,WICKETS_LOST,WICKETS_TAKEN,AGAINST,WINNER,VENUE,HOST_COUNTRY,CHAMPION
2007,SL,222,4,7,NZ,SL,GRENADA,WEST INDIES,AUSTRALIA
2007,SL,81,2,10,IRE,SL,GRENADA,WEST INDIES,AUSTRALIA
2007,SL,289,5,10,NZ,SL,JAMAICA,WEST INDIES,AUSTRALIA
2007,IRE,133,7,10,PAK,IRE,JAMAICA,WEST INDIES,AUSTRALIA
2007,IRE,243,7,10,BAN,IRE,BARBADOS,WEST INDIES,AUSTRALIA
2007,ENG,279,6,7,CAN,ENG,ST.LUCIA,WEST INDIES,AUSTRALIA
2007,ENG,178,3,10,KEN,ENG,ST.LUCIA,WEST INDIES,AUSTRALIA
2007,ENG,266,7,10,IRE,ENG,GUYANA,WEST INDIES,AUSTRALIA
2007,ENG,147,6,10,BAN,ENG,BARBADOS,WEST INDIES,AUSTRALIA
2007,ENG,301,9,10,WI,ENG,BARBADOS,WEST INDIES,AUSTRALIA
2007,NZ,210,4,7,ENG,NZ,ST.LUCIA,WEST INDIES,AUSTRALIA
2007,NZ,331,7,10,KEN,NZ,ST.LUCIA,WEST INDIES,AUSTRALIA
2007,NZ,363,5,10,CAN,NZ,ST.LUCIA,WEST INDIES,AUSTRALIA
2007,NZ,179,3,10,WI,NZ,ANTIGUA,WEST INDIES,AUSTRALIA
2007,NZ,178,1,10,BAN,NZ,ANTIGUA,WEST INDIES,AUSTRALIA
2007,NZ,263,8,10,IRE,NZ,GUYANA,WEST INDIES,AUSTRALIA
2007,NZ,196,5,7,SA,NZ,GRENADA,WEST INDIES,AUSTRALIA
2007,NED,140,2,10,SCO,NED,ST.KITTS,WEST INDIES,AUSTRALIA
2007,SA,353,3,9,NED,SA,ST.KITTS,WEST INDIES,AUSTRALIA
2007,SA,188,3,8,SCO,SA,ST.KITTS,WEST INDIES,AUSTRALIA
2007,SA,212,9,10,SL,SA,GUYANA,WEST INDIES,AUSTRALIA
2007,SA,165,3,8,IRE,SA,GUYANA,WEST INDIES,AUSTRALIA
2007,SA,356,4,9,WI,SA,GRENADA,WEST INDIES,AUSTRALIA
2007,SA,157,1,10,ENG,SA,BARBADOS,WEST INDIES,AUSTRALIA
2007,BAN,192,5,10,IND,BAN,TRINIDAD,WEST INDIES,AUSTRALIA
2007,BAN,96,3,9,BER,BAN,TRINIDAD,WEST INDIES,AUSTRALIA
2007,BAN,251,8,10,SA,BAN,GUYANA,WEST INDIES,AUSTRALIA
2007,IND,413,5,10,BER,IND,TRINIDAD,WEST INDIES,AUSTRALIA
2011,BAN,283,9,4,IND,IND,DHAKA,ASIA,INDIA
2011,BAN,58,10,1,WI,WI,DHAKA,ASIA,INDIA
2011,BAN,78,10,8,SA,SA,DHAKA,ASIA,INDIA
2011,IND,296,10,7,SA,SA,NAGPUR,ASIA,INDIA
2011,NZ,206,10,3,AUS,AUS,NAGPUR,ASIA,INDIA
2011,NZ,153,10,9,SL,SL,MUMBAI,ASIA,INDIA
2011,NZ,217,10,5,NZ,NZ,COLOMBO,ASIA,INDIA
2011,PAK,192,10,7,NZ,NZ,PALLEKALE,ASIA,INDIA
2011,KEN,69,10,0,NZ,NZ,CHENNAI,ASIA,INDIA
2011,KEN,112,10,7,PAK,PAK,HAMBANTOTA,ASIA,INDIA
2011,KEN,142,10,1,SL,SL,COLOMBO,ASIA,INDIA
2011,KEN,198,10,5,CAN,CAN,DELHI,ASIA,INDIA
2011,KEN,264,6,6,AUS,AUS,BENGALURU,ASIA,INDIA
2011,KEN,147,10,6,ZIM,ZIM,KOLKATA,ASIA,INDIA
2011,SL,266,9,7,PAK,PAK,COLOMBO,ASIA,INDIA
2011,SL,274,6,4,IND,IND,MUMBAI,ASIA,INDIA
2011,CAN,122,10,7,SL,SL,HAMBANTOTA,ASIA,INDIA
2011,CAN,123,10,9,ZIM,ZIM,NAGPUR,ASIA,INDIA
2011,CAN,138,10,10,PAK,PAK,COLOMBO,ASIA,INDIA
2011,CAN,261,9,6,NZ,NZ,MUMBAI,ASIA,INDIA
2011,CAN,211,10,3,AUS,AUS,BENGALURU,ASIA,INDIA
2011,AUS,176,10,6,PAK,PAK,COLOMBO,ASIA,INDIA
2011,AUS,260,6,5,IND,IND,AHMEDABAD,ASIA,INDIA
2011,ZIM,171,10,6,AUS,AUS,AHMEDABAD,ASIA,INDIA
2011,ZIM,162,10,0,NZ,NZ,AHMEDABAD,ASIA,INDIA
2011,ZIM,188,10,6,SL,SL,PALLEKALE,ASIA,INDIA
2011,ZIM,151,7,3,PAK,PAK,PALLEKALE,ASIA,INDIA
2011,ENG,327,8,7,IRE,IRE,BENGALURU,ASIA,INDIA
2011,ENG,225,10,8,BAN,BAN,CHATTOGRAM,ASIA,INDIA
2011,ENG,229,6,0,SL,SL,COLOMBO,ASIA,INDIA
2011,NED,292,6,4,ENG,ENG,NAGPUR,ASIA,INDIA
2011,NED,115,10,8,WI,WI,DELHI,ASIA,INDIA
2011,NED,120,10,5,SA,SA,MOHALI,ASIA,INDIA
2011,NED,189,10,5,IND,IND,DELHI,ASIA,INDIA
2011,NED,160,10,4,BAN,BAN,CHATTOGRAM,ASIA,INDIA
2011,NED,306,10,4,IRE,IRE,KOLKATA,ASIA,INDIA
2011,SA,165,10,10,ENG,ENG,CHENNAI,ASIA,INDIA
2011,SA,300,7,10,IND,IND,NAGPUR,ASIA,INDIA
2011,SA,272,7,10,IRE,IRE,KOLKATA,ASIA,INDIA
2011,SA,284,8,10,BAN,BAN,DHAKA,ASIA,INDIA
2011,WI,222,10,3,SA,SA,DELHI,ASIA,INDIA
2011,WI,225,10,10,ENG,ENG,CHENNAI,ASIA,INDIA
2011,WI,188,10,10,IND,IND,CHENNAI,ASIA,INDIA
2011,WI,112,10,0,PAK,PAK,DHAKA,ASIA,INDIA
2011,IRE,178,10,10,BAN,BAN,DHAKA,ASIA,INDIA
2011,IRE,207,10,5,IND,IND,BENGALURU,ASIA,INDIA
2011,IRE,231,10,10,WI,WI,MOHALI,ASIA,INDIA
2011,IRE,141,10,7,SA,SA,KOLKATA,ASIA,INDIA
2011,IND,338,10,8,ENG,TIE,BENGALURU,ASIA,INDIA
2011,ENG,338,9,10,IND,TIE,BENGALURU,ASIA,INDIA
2011,BAN,205,10,10,IRE,BAN,DHAKA,ASIA,INDIA
2011,BAN,227,8,10,ENG,BAN,CHATTOGRAM,ASIA,INDIA
2011,BAN,166,4,10,NED,BAN,CHATTOGRAM,ASIA,INDIA
2011,IND,370,4,9,BAN,IND,DHAKA,ASIA,INDIA
2011,IND,210,5,10,IRE,IND,BENGALURU,ASIA,INDIA
2011,IND,191,10,5,NED,IND,DELHI,ASIA,INDIA
2011,IND,268,10,10,WI,IND,CHENNAI,ASIA,INDIA
2011,IND,267,5,6,AUS,IND,AHMEDABAD,ASIA,INDIA
2011,IND,260,9,10,PAK,IND,MOHALI,ASIA,INDIA
2011,IND,277,4,6,SL,IND,MUMBAI,ASIA,INDIA
2011,NZ,72,0,10,KEN,NZ,CHENNAI,ASIA,INDIA
2011,NZ,166,0,10,ZIM,NZ,AHMEDABAD,ASIA,INDIA
2011,NZ,302,7,10,PAK,NZ,PALLEKALE,ASIA,INDIA
2011,NZ,358,6,9,CAN,NZ,MUMBAI,ASIA,INDIA
2011,NZ,221,8,10,SA,NZ,DHAKA,ASIA,INDIA
2011,PAK,317,7,10,KEN,PAK,HAMBANTOTA,ASIA,INDIA
2011,PAK,277,7,9,SL,PAK,COLOMBO,ASIA,INDIA
2011,PAK,184,10,10,CAN,PAK,COLOMBO,ASIA,INDIA
2011,PAK,164,3,7,ZIM,PAK,PALLEKALE,ASIA,INDIA
2011,PAK,178,6,10,AUS,PAK,COLOMBO,ASIA,INDIA
2011,PAK,113,0,10,WI,PAK,DHAKA,ASIA,INDIA
2011,PAK,231,10,9,IND,PAK,MOHALI,ASIA,INDIA
2011,SL,332,7,10,CAN,SL,HAMBANTOTA,ASIA,INDIA
2011,SL,146,1,10,KEN,SL,COLOMBO,ASIA,INDIA
2011,SL,327,6,10,ZIM,SL,PALLEKALE,ASIA,INDIA
2011,SL,265,9,10,NZ,SL,MUMBAI,ASIA,INDIA
2011,SL,231,0,6,ENG,SL,COLOMBO,ASIA,INDIA
2011,SL,220,5,10,NZ,SL,COLOMBO,ASIA,INDIA
2011,CAN,199,5,10,KEN,CAN,DELHI,ASIA,INDIA
2011,AUS,262,6,10,ZIM,AUS,AHMEDABAD,ASIA,INDIA
2011,AUS,207,3,10,NZ,AUS,NAGPUR,ASIA,INDIA
2011,AUS,324,6,6,KEN,AUS,BENGALURU,ASIA,INDIA
2011,AUS,212,3,10,CAN,AUS,BENGALURU,ASIA,INDIA
2011,ZIM,298,9,10,CAN,ZIM,NAGPUR,ASIA,INDIA
2011,ZIM,308,6,10,KEN,ZIM,KOLKATA,ASIA,INDIA
2011,ENG,296,4,6,NED,ENG,NAGPUR,ASIA,INDIA
2011,ENG,171,10,10,SA,ENG,CHENNAI,ASIA,INDIA
2011,ENG,243,10,10,WI,ENG,CHENNAI,ASIA,INDIA
2011,SA,223,3,10,WI,SA,DELHI,ASIA,INDIA
2011,SA,351,5,10,NED,SA,MOHALI,ASIA,INDIA
2011,SA,172,10,8,NZ,SA,DHAKA,ASIA,INDIA
2011,WI,330,8,10,NED,WI,DELHI,ASIA,INDIA
2011,WI,59,1,10,BAN,WI,DHAKA,ASIA,INDIA
2011,WI,275,10,10,IRE,WI,MOHALI,ASIA,INDIA
2011,IRE,329,7,8,ENG,IRE,BENGALURU,ASIA,INDIA
2011,IRE,307,4,10,NED,IRE,KOLKATA,ASIA,INDIA
2015,SL,233,10,6,NZ,NZ,CHRISTCHURCH,AUS/NZ,AUSTRALIA
2015,SL,312,10,9,AUS,AUS,SYDNEY,AUS/NZ,AUSTRALIA
2015,SL,133,10,1,SA,SA,SYDNEY,AUS/NZ,AUSTRALIA
2015,AUS,151,10,9,NZ,NZ,AUCKLAND,AUS/NZ,AUSTRALIA
2015,ENG,231,10,9,AUS,AUS,MELBOURNE,AUS/NZ,AUSTRALIA
2015,ENG,123,10,2,NZ,NZ,WELLINGTON,AUS/NZ,AUSTRALIA
2015,ENG,309,6,1,SL,SL,WELLINGTON,AUS/NZ,AUSTRALIA
2015,ENG,260,10,7,BAN,BAN,ADELAIDE,AUS/NZ,AUSTRALIA
2015,SA,177,10,7,IND,IND,MELBOURNE,AUS/NZ,AUSTRALIA
2015,SA,202,10,10,PAK,PAK,AUCKLAND,AUS/NZ,AUSTRALIA
2015,SA,281,5,6,NZ,NZ,AUCKLAND,AUS/NZ,AUSTRALIA
2015,ZIM,277,10,4,SA,SA,HAMILTON,AUS/NZ,AUSTRALIA
2015,ZIM,289,10,2,WI,WI,CANBERRA,AUS/NZ,AUSTRALIA
2015,ZIM,215,10,7,PAK,PAK,BRISBANE,AUS/NZ,AUSTRALIA
2015,ZIM,326,10,8,IRE,IRE,HOBART,AUS/NZ,AUSTRALIA
2015,ZIM,287,10,4,IND,IND,AUCKLAND,AUS/NZ,AUSTRALIA
2015,IND,233,10,7,AUS,AUS,SYDNEY,AUS/NZ,AUSTRALIA
2015,PAK,224,10,7,IND,IND,ADELAIDE,AUS/NZ,AUSTRALIA
2015,PAK,160,10,6,WI,WI,CHRISTCHURCH,AUS/NZ,AUSTRALIA
2015,PAK,231,10,4,AUS,AUS,ADELAIDE,AUS/NZ,AUSTRALIA
2015,IRE,210,10,4,SA,SA,CANBERRA,AUS/NZ,AUSTRALIA
2015,IRE,259,10,2,IND,IND,HAMILTON,AUS/NZ,AUSTRALIA
2015,IRE,237,10,3,PAK,PAK,ADELAIDE,AUS/NZ,AUSTRALIA
2015,WI,304,7,6,IRE,IRE,NELSON,AUS/NZ,AUSTRALIA
2015,WI,151,10,5,SA,SA,SYDNEY,AUS/NZ,AUSTRALIA
2015,WI,182,10,6,IND,IND,PERTH,AUS/NZ,AUSTRALIA
2015,WI,250,10,6,NZ,NZ,WELLINGTON,AUS/NZ,AUSTRALIA
2015,SCO,142,10,7,NZ,NZ,DUNEDIN,AUS/NZ,AUSTRALIA
2015,SCO,184,10,8,ENG,ENG,CHRISTCHURCH,AUS/NZ,AUSTRALIA
2015,SCO,210,10,9,AFG,AFG,DUNEDIN,AUS/NZ,AUSTRALIA
2015,SCO,318,8,4,BAN,BAN,NELSON,AUS/NZ,AUSTRALIA
2015,SCO,215,10,9,SL,SL,HOBART,AUS/NZ,AUSTRALIA
2015,SCO,130,10,3,AUS,AUS,HOBART,AUS/NZ,AUSTRALIA
2015,BAN,240,10,1,SL,SL,MELBOURNE,AUS/NZ,AUSTRALIA
2015,BAN,288,7,7,NZ,NZ,HAMILTON,AUS/NZ,AUSTRALIA
2015,BAN,193,10,6,IND,IND,MELBOURNE,AUS/NZ,AUSTRALIA
2015,UAE,285,7,6,ZIM,ZIM,NELSON,AUS/NZ,AUSTRALIA
2015,UAE,278,9,8,IRE,IRE,BRISBANE,AUS/NZ,AUSTRALIA
2015,UAE,102,10,1,IND,IND,PERTH,AUS/NZ,AUSTRALIA
2015,UAE,210,8,6,PAK,PAK,NAPIER,AUS/NZ,AUSTRALIA
2015,UAE,195,10,6,SA,SA,WELLINGTON,AUS/NZ,AUSTRALIA
2015,UAE,175,10,4,WI,WI,NAPIER,AUS/NZ,AUSTRALIA
2015,AFG,162,10,10,BAN,BAN,CANBERRA,AUS/NZ,AUSTRALIA
2015,AFG,232,10,6,SL,SL,DUNEDIN,AUS/NZ,AUSTRALIA
2015,AFG,142,10,6,AUS,AUS,PERTH,AUS/NZ,AUSTRALIA
2015,AFG,186,10,4,NZ,NZ,NAPIER,AUS/NZ,AUSTRALIA
2015,AFG,111,7,1,ENG,ENG,SYDNEY,AUS/NZ,AUSTRALIA
2015,NZ,331,6,10,SL,NZ,CHRISTCHURCH,AUS/NZ,AUSTRALIA
2015,NZ,146,7,10,SCO,NZ,DUNEDIN,AUS/NZ,AUSTRALIA
2015,NZ,125,2,10,ENG,NZ,WELLINGTON,AUS/NZ,AUSTRALIA
2015,NZ,152,9,10,AUS,NZ,AUCKLAND,AUS/NZ,AUSTRALIA
2015,NZ,188,4,10,AFG,NZ,NAPIER,AUS/NZ,AUSTRALIA
2015,NZ,290,7,7,BAN,NZ,HAMILTON,AUS/NZ,AUSTRALIA
2015,NZ,393,6,10,WI,NZ,WELLINGTON,AUS/NZ,AUSTRALIA
2015,NZ,299,6,5,SA,NZ,AUCKLAND,AUS/NZ,AUSTRALIA
2015,SL,236,6,10,AFG,SL,DUNEDIN,AUS/NZ,AUSTRALIA
2015,SL,332,1,10,BAN,SL,MELBOURNE,AUS/NZ,AUSTRALIA
2015,SL,312,1,6,ENG,SL,WELLINGTON,AUS/NZ,AUSTRALIA
2015,SL,363,9,10,SCO,SL,HOBART,AUS/NZ,AUSTRALIA
2015,AUS,342,9,1,ENG,AUS,MELBOURNE,AUS/NZ,AUSTRALIA
2015,AUS,417,6,10,AFG,AUS,PERTH,AUS/NZ,AUSTRALIA
2015,AUS,376,9,10,SL,AUS,SYDNEY,AUS/NZ,AUSTRALIA
2015,AUS,133,3,10,SCO,AUS,HOBART,AUS/NZ,AUSTRALIA
2015,AUS,216,4,10,PAK,AUS,ADELAIDE,AUS/NZ,AUSTRALIA
2015,AUS,328,7,10,IND,AUS,SYDNEY,AUS/NZ,AUSTRALIA
2015,AUS,186,3,10,NZ,AUS,MELBOURNE,AUS/NZ,AUSTRALIA
2015,ENG,303,8,10,SCO,ENG,CHRISTCHURCH,AUS/NZ,AUSTRALIA
2015,ENG,101,1,7,AFG,ENG,SYDNEY,AUS/NZ,AUSTRALIA
2015,SA,339,4,10,ZIM,SA,HAMILTON,AUS/NZ,AUSTRALIA
2015,SA,408,5,10,WI,SA,SYDNEY,AUS/NZ,AUSTRALIA
2015,SA,411,4,10,IRE,SA,CANBERRA,AUS/NZ,AUSTRALIA
2015,SA,341,6,10,UAE,SA,WELLINGTON,AUS/NZ,AUSTRALIA
2015,SA,134,1,10,SL,SA,SYDNEY,AUS/NZ,AUSTRALIA
2015,ZIM,286,6,7,UAE,ZIM,NELSON,AUS/NZ,AUSTRALIA
2015,IND,300,7,10,PAK,IND,ADELAIDE,AUS/NZ,AUSTRALIA
2015,IND,307,7,10,SA,IND,MELBOURNE,AUS/NZ,AUSTRALIA
2015,IND,104,1,10,UAE,IND,PERTH,AUS/NZ,AUSTRALIA
2015,IND,185,6,10,WI,IND,PERTH,AUS/NZ,AUSTRALIA
2015,IND,260,2,10,IRE,IND,HAMILTON,AUS/NZ,AUSTRALIA
2015,IND,288,4,7,ZIM,IND,AUCKLAND,AUS/NZ,AUSTRALIA
2015,IND,302,6,10,BAN,IND,MELBOURNE,AUS/NZ,AUSTRALIA
2015,PAK,235,7,10,ZIM,PAK,BRISBANE,AUS/NZ,AUSTRALIA
2015,PAK,339,6,8,UAE,PAK,NAPIER,AUS/NZ,AUSTRALIA
2015,PAK,222,10,10,SA,PAK,AUCKLAND,AUS/NZ,AUSTRALIA
2015,PAK,241,3,10,IRE,PAK,ADELAIDE,AUS/NZ,AUSTRALIA
2015,IRE,307,6,7,WI,IRE,NAPIER,AUS/NZ,AUSTRALIA
2015,IRE,279,8,9,UAE,IRE,BRISBANE,AUS/NZ,AUSTRALIA
2015,IRE,331,8,10,ZIM,IRE,HOBART,AUS/NZ,AUSTRALIA
2015,WI,310,6,10,PAK,WI,CHRISTCHURCH,AUS/NZ,AUSTRALIA
2015,WI,372,2,10,ZIM,WI,CANBERRA,AUS/NZ,AUSTRALIA
2015,WI,176,4,10,UAE,WI,NAPIER,AUS/NZ,AUSTRALIA
2015,BAN,267,10,10,AFG,BAN,CANBERRA,AUS/NZ,AUSTRALIA
2015,BAN,322,4,8,SCO,BAN,NELSON,AUS/NZ,AUSTRALIA
2015,BAN,275,7,10,ENG,BAN,ADELAIDE,AUS/NZ,AUSTRALIA
2015,AFG,211,9,10,SCO,AFG,DUNEDIN,AUS/NZ,AUSTRALIA
2019,ENG,334,9,8,PAK,PAK,NOTTINGHAM,ENGLAND,ENGLAND
2019,ENG,212,10,9,SL,SL,LEEDS,ENGLAND,ENGLAND
2019,ENG,221,10,7,AUS,AUS,LONDON,ENGLAND,ENGLAND
2019,SA,207,10,8,ENG,ENG,LONDON,ENGLAND,ENGLAND
2019,SA,309,8,6,BAN,BAN,LONDON,ENGLAND,ENGLAND
2019,SA,227,9,4,IND,IND,SOUTHAMPTON,ENGLAND,ENGLAND
2019,SA,241,6,6,NZ,NZ,BIRMINGHAM,ENGLAND,ENGLAND
2019,SA,259,9,7,PAK,PAK,LONDON,ENGLAND,ENGLAND
2019,WI,273,9,10,AUS,AUS,NOTTINGHAM,ENGLAND,ENGLAND
2019,WI,212,10,2,ENG,ENG,SOUTHAMPTON,ENGLAND,ENGLAND
2019,WI,321,8,3,BAN,BAN,TAUNTON,ENGLAND,ENGLAND
2019,WI,286,10,8,NZ,NZ,MANCHESTER,ENGLAND,ENGLAND
2019,WI,143,10,7,IND,IND,MANCHESTER,ENGLAND,ENGLAND
2019,WI,315,9,6,SL,SL,CHESTER-LE-STREET,ENGLAND,ENGLAND
2019,PAK,105,10,3,WI,WI,NOTTINGHAM,ENGLAND,ENGLAND
2019,PAK,266,10,10,AUS,AUS,TAUNTON,ENGLAND,ENGLAND
2019,PAK,212,6,5,IND,IND,MANCHESTER,ENGLAND,ENGLAND
2019,NZ,237,6,4,PAK,PAK,BIRMINGHAM,ENGLAND,ENGLAND
2019,NZ,157,10,9,AUS,AUS,LONDON,ENGLAND,ENGLAND
2019,NZ,186,10,8,ENG,ENG,CHESTER-LE-STREET,ENGLAND,ENGLAND
2019,NZ,241,8,10,ENG,ENG,LONDON,ENGLAND,ENGLAND
2019,SL,136,10,0,NZ,NZ,CARDIFF,ENGLAND,ENGLAND
2019,SL,247,10,7,AUS,AUS,LONDON,ENGLAND,ENGLAND
2019,SL,203,10,1,SA,SA,CHESTER-LE-STREET,ENGLAND,ENGLAND
2019,SL,264,7,3,IND,IND,LEEDS,ENGLAND,ENGLAND
2019,AFG,207,10,3,AUS,AUS,BRISTOL,ENGLAND,ENGLAND
2019,AFG,152,10,10,SL,SL,CARDIFF,ENGLAND,ENGLAND
2019,AFG,172,10,3,NZ,NZ,TAUNTON,ENGLAND,ENGLAND
2019,AFG,125,10,1,SA,SA,CARDIFF,ENGLAND,ENGLAND
2019,AFG,247,8,6,ENG,ENG,MANCHESTER,ENGLAND,ENGLAND
2019,AFG,213,10,8,IND,IND,SOUTHAMPTON,ENGLAND,ENGLAND
2019,AFG,200,10,7,BAN,BAN,SOUTHAMPTON,ENGLAND,ENGLAND
2019,AFG,227,9,7,PAK,PAK,LEEDS,ENGLAND,ENGLAND
2019,AFG,288,10,6,WI,WI,LEEDS,ENGLAND,ENGLAND
2019,AUS,316,10,5,IND,IND,LONDON,ENGLAND,ENGLAND
2019,AUS,315,10,6,SA,SA,MANCHESTER,ENGLAND,ENGLAND
2019,AUS,223,10,2,ENG,ENG,BIRMINGHAM,ENGLAND,ENGLAND
2019,BAN,244,10,8,NZ,NZ,LONDON,ENGLAND,ENGLAND
2019,BAN,280,10,6,ENG,ENG,CARDIFF,ENGLAND,ENGLAND
2019,BAN,333,5,8,AUS,AUS,NOTTINGHAM,ENGLAND,ENGLAND
2019,BAN,286,10,9,IND,IND,BIRMINGHAM,ENGLAND,ENGLAND
2019,BAN,221,10,9,PAK,PAK,LONDON,ENGLAND,ENGLAND
2019,IND,221,10,8,NZ,NZ,MANCHESTER,ENGLAND,ENGLAND
2019,ENG,311,8,10,SA,ENG,LONDON,ENGLAND,ENGLAND
2019,ENG,386,6,10,BAN,ENG,CARDIFF,ENGLAND,ENGLAND
2019,ENG,231,2,10,WI,ENG,SOUTHAMPTON,ENGLAND,ENGLAND
2019,ENG,397,6,8,AFG,ENG,MANCHESTER,ENGLAND,ENGLAND
2019,ENG,337,7,5,IND,ENG,BIRMINGHAM,ENGLAND,ENGLAND
2019,ENG,305,8,10,NZ,ENG,CHESTER-LE-STREET,ENGLAND,ENGLAND
2019,ENG,226,2,10,AUS,ENG,BIRMINGHAM,ENGLAND,ENGLAND
2019,ENG,241,10,8,NZ,ENG,LONDON,ENGLAND,ENGLAND
2019,SA,131,1,10,AFG,SA,CARDIFF,ENGLAND,ENGLAND
2019,SA,206,1,10,SL,SA,CHESTER-LE-STREET,ENGLAND,ENGLAND
2019,SA,325,6,10,AUS,SA,MANCHESTER,ENGLAND,ENGLAND
2019,WI,108,3,10,PAK,WI,NOTTINGHAM,ENGLAND,ENGLAND
2019,WI,311,6,10,AFG,WI,LEEDS,ENGLAND,ENGLAND
2019,PAK,348,8,9,ENG,PAK,NOTTINGHAM,ENGLAND,ENGLAND
2019,PAK,308,7,9,SA,PAK,LONDON,ENGLAND,ENGLAND
2019,PAK,241,4,6,NZ,PAK,BIRMINGHAM,ENGLAND,ENGLAND
2019,PAK,230,7,9,AFG,PAK,LEEDS,ENGLAND,ENGLAND
2019,PAK,315,9,10,BAN,PAK,LONDON,ENGLAND,ENGLAND
2019,NZ,137,0,10,SL,NZ,CARDIFF,ENGLAND,ENGLAND
2019,NZ,248,8,10,BAN,NZ,LONDON,ENGLAND,ENGLAND
2019,NZ,173,3,10,AFG,NZ,TAUNTON,ENGLAND,ENGLAND
2019,NZ,245,6,6,SA,NZ,BIRMINGHAM,ENGLAND,ENGLAND
2019,NZ,291,8,10,WI,NZ,MANCHESTER,ENGLAND,ENGLAND
2019,NZ,239,8,10,IND,NZ,MANCHESTER,ENGLAND,ENGLAND
2019,SL,201,10,10,AFG,SL,CARDIFF,ENGLAND,ENGLAND
2019,SL,232,9,10,ENG,SL,LEEDS,ENGLAND,ENGLAND
2019,SL,338,6,9,WI,SL,CHESTER-LE-STREET,ENGLAND,ENGLAND
2019,AUS,209,3,10,AFG,AUS,BRISTOL,ENGLAND,ENGLAND
2019,AUS,288,10,9,WI,AUS,NOTTINGHAM,ENGLAND,ENGLAND
2019,AUS,307,10,10,PAK,AUS,TAUNTON,ENGLAND,ENGLAND
2019,AUS,334,7,10,SL,AUS,LONDON,ENGLAND,ENGLAND
2019,AUS,381,5,8,BAN,AUS,NOTTINGHAM,ENGLAND,ENGLAND
2019,AUS,285,7,10,ENG,AUS,LONDON,ENGLAND,ENGLAND
2019,AUS,243,9,10,NZ,AUS,LONDON,ENGLAND,ENGLAND
2019,BAN,330,6,8,SA,BAN,LONDON,ENGLAND,ENGLAND
2019,BAN,322,3,8,WI,BAN,TAUNTON,ENGLAND,ENGLAND
2019,BAN,262,7,10,AFG,BAN,SOUTHAMPTON,ENGLAND,ENGLAND
2019,IND,230,4,9,SA,IND,SOUTHAMPTON,ENGLAND,ENGLAND
2019,IND,352,5,10,AUS,IND,LONDON,ENGLAND,ENGLAND
2019,IND,336,5,6,PAK,IND,MANCHESTER,ENGLAND,ENGLAND
2019,IND,224,8,10,AFG,IND,SOUTHAMPTON,ENGLAND,ENGLAND
2019,IND,268,7,10,WI,IND,MANCHESTER,ENGLAND,ENGLAND
2019,IND,306,5,7,ENG,IND,BIRMINGHAM,ENGLAND,ENGLAND
2019,IND,314,9,10,BAN,IND,BIRMINGHAM,ENGLAND,ENGLAND
2019,IND,265,3,7,SL,IND,LEEDS,ENGLAND,ENGLAND